date,daily,cumul,pfizer,sinovac,astra,sinopharm
2022-12-02,3297,72306845,3220,72,0,4
2022-12-03,2174,72309019,2093,80,0,1
2022-12-04,1282,72310301,1250,26,0,0
2022-12-05,1945,72312246,1871,67,0,1
2022-12-06,2348,72314594,2286,59,0,0
2022-12-07,2614,72317208,2532,70,0,9
2022-12-08,4155,72321363,4069,83,0,2
2022-12-09,3795,72325158,3718,76,0,1
2022-12-10,1831,72326989,1711,120,0,0
2022-12-11,873,72327862,845,25,1,1
2022-12-12,2068,72329930,2012,52,0,4
2022-12-13,2024,72331954,1962,58,0,4
2022-12-14,2299,72334253,2248,50,0,1
2022-12-15,2993,72337246,2734,259,0,0
2022-12-16,2878,72340124,2799,78,0,0
2022-12-17,1949,72342073,1882,66,0,1
2022-12-18,859,72342932,838,21,0,0
2022-12-19,1280,72344212,1232,48,0,0
2022-12-20,2128,72346340,2080,48,0,0
2022-12-21,1666,72348006,1604,60,1,1
2022-12-22,2265,72350271,2205,60,0,0
2022-12-23,2118,72352389,2073,45,0,0
2022-12-24,983,72353372,946,37,0,0
2022-12-25,318,72353690,309,9,0,0
2022-12-26,1208,72354898,1176,31,0,1
2022-12-27,1840,72356738,1766,73,1,0
2022-12-28,2255,72358993,2199,56,0,0
2022-12-29,3361,72362354,3287,71,0,3
2022-12-30,3473,72365827,3380,93,0,0
2022-12-31,2497,72368324,2358,134,0,5
2023-01-01,1255,72369579,1228,27,0,0
2023-01-02,2987,72372566,2937,50,0,0
2023-01-03,4227,72376793,4167,55,0,5
2023-01-04,5648,72382441,5586,62,0,0
2023-01-05,7976,72390417,7865,108,0,3
2023-01-06,7717,72398134,7634,80,0,1
2023-01-07,5338,72403472,5186,151,0,1
2023-01-08,3450,72406922,3357,67,0,5
2023-01-09,8643,72415565,8554,88,0,1
2023-01-10,8588,72424153,8420,114,0,0
2023-01-11,9859,72434012,9717,132,0,3
2023-01-12,12363,72446375,12206,154,0,0
2023-01-13,13011,72459386,12891,117,0,0
2023-01-14,5674,72465060,5584,86,1,2
2023-01-15,4186,72469246,4142,42,0,0
2023-01-16,7718,72476964,7633,70,0,1
2023-01-17,8157,72485121,8083,73,0,1
2023-01-18,7573,72492694,7417,152,0,3
2023-01-19,9488,72502182,9404,82,0,2
2023-01-20,9385,72511567,9311,74,0,0
2023-01-21,2582,72514149,2551,31,0,0
2023-01-22,920,72515069,909,11,0,0
2023-01-23,1941,72517010,1934,7,0,0
2023-01-24,2646,72519656,2622,23,1,0
2023-01-25,5071,72524727,5024,40,4,0
2023-01-26,5600,72530327,5542,56,0,1
2023-01-27,5254,72535581,5190,63,1,0
2023-01-28,2514,72538095,2402,110,0,1
2023-01-29,2205,72540300,2138,67,0,0
2023-01-30,3686,72543986,3637,49,0,0
2023-01-31,3977,72547963,3909,68,0,0
2023-02-01,2250,72550213,2203,47,0,0
2023-02-02,2739,72552952,2656,80,1,2
2023-02-03,3358,72556310,3143,212,0,0
2023-02-04,1402,72557712,1337,61,0,4
2023-02-05,856,72558568,834,22,0,0
2023-02-06,1434,72560002,1379,51,0,4
2023-02-07,1795,72561797,1747,47,0,1
2023-02-08,1650,72563447,1597,52,0,1
2023-02-09,1936,72565383,1874,62,0,0
2023-02-10,2667,72568050,2624,40,0,0
2023-02-11,1314,72569364,1262,42,0,0
2023-02-12,897,72570261,866,27,0,2
2023-02-13,1398,72571659,1297,98,1,2
2023-02-14,1263,72572922,1228,34,0,1
2023-02-15,1363,72574285,1325,37,0,1
2023-02-16,1741,72576026,1705,33,0,0
2023-02-17,2811,72578837,2754,54,0,3
2023-02-18,975,72579812,942,32,0,0
2023-02-19,540,72580352,523,17,0,0
2023-02-20,977,72581329,929,48,0,0
2023-02-21,990,72582319,933,57,0,0
2023-02-22,797,72583116,753,43,0,1
2023-02-23,1463,72584579,1360,103,0,0
2023-02-24,2252,72586831,2091,159,0,1
2023-02-25,745,72587576,703,42,0,0
2023-02-26,647,72588223,632,15,0,0
2023-02-27,767,72588990,745,22,0,0
2023-02-28,892,72589882,860,32,0,0
2023-03-01,1048,72590930,951,97,0,0
2023-03-02,942,72591872,898,44,0,0
2023-03-03,1270,72593142,1220,50,0,0
2023-03-04,743,72593885,699,38,0,0
2023-03-05,429,72594314,407,22,0,0
2023-03-06,541,72594855,516,25,0,0
2023-03-07,596,72595451,556,40,0,0
2023-03-08,689,72596140,659,29,0,1
2023-03-09,929,72597069,889,38,0,2
2023-03-10,1185,72598254,1130,53,0,1
2023-03-11,577,72598831,539,36,0,2
2023-03-12,396,72599227,373,22,0,0
2023-03-13,599,72599826,553,46,0,0
2023-03-14,621,72600447,604,17,0,0
2023-03-15,650,72601097,626,24,0,0
2023-03-16,802,72601899,766,36,0,0
2023-03-17,1080,72602979,1030,48,0,2
2023-03-18,863,72603842,830,32,0,0
2023-03-19,240,72604082,219,21,0,0
2023-03-20,441,72604523,401,40,0,0
2023-03-21,509,72605032,483,26,0,0
2023-03-22,594,72605626,467,127,0,0
2023-03-23,362,72605988,348,14,0,0
2023-03-24,747,72606735,721,25,0,1
2023-03-25,393,72607128,370,22,0,0
2023-03-26,293,72607421,273,20,0,0
2023-03-27,555,72607976,518,37,0,0
2023-03-28,569,72608545,542,24,0,3
2023-03-29,525,72609070,496,28,0,1
2023-03-30,706,72609776,663,42,0,1
2023-03-31,776,72610552,740,36,0,0
2023-04-01,434,72610986,415,17,0,2
2023-04-02,325,72611311,310,15,0,0
2023-04-03,398,72611709,366,32,0,0
2023-04-04,409,72612118,387,22,0,0
2023-04-05,489,72612607,455,34,0,0
2023-04-06,605,72613212,559,46,0,0
2023-04-07,509,72613721,474,35,0,0
2023-04-08,316,72614037,290,25,0,1
2023-04-09,243,72614280,208,35,0,0
2023-04-10,455,72614735,407,47,0,1
2023-04-11,517,72615252,482,34,0,1
2023-04-12,516,72615768,477,39,0,0
2023-04-13,589,72616357,536,53,0,0
2023-04-14,706,72617063,674,32,0,0
2023-04-15,352,72617415,320,31,0,1
2023-04-16,290,72617705,257,33,0,0
2023-04-17,451,72618156,373,78,0,0
2023-04-18,415,72618571,386,28,0,1
2023-04-19,421,72618992,381,40,0,0
2023-04-20,597,72619589,572,24,0,1
2023-04-21,241,72619830,233,7,0,1
2023-04-22,97,72619927,95,2,0,0
2023-04-23,61,72619988,58,3,0,0
2023-04-24,141,72620129,127,13,1,0
2023-04-25,330,72620459,306,24,0,0
2023-04-26,460,72620919,403,57,0,0
2023-04-27,724,72621643,680,44,0,0
2023-04-28,859,72622502,805,52,0,1
2023-04-29,416,72622918,386,30,0,0
2023-04-30,513,72623431,425,88,0,0
2023-05-01,110,72623541,77,33,0,0
2023-05-02,285,72623826,119,166,0,0
2023-05-03,387,72624213,139,246,0,1
2023-05-04,176,72624389,109,67,0,0
2023-05-05,660,72625049,448,212,0,0
2023-05-06,235,72625284,176,57,0,0
2023-05-07,259,72625543,112,144,0,0
2023-05-08,517,72626060,254,263,0,0
2023-05-09,670,72626730,171,494,0,4
2023-05-10,526,72627256,177,349,0,0
2023-05-11,672,72627928,280,389,0,3
2023-05-12,526,72628454,318,208,0,0
2023-05-13,372,72628826,229,143,0,0
2023-05-14,253,72629079,99,154,0,0
2023-05-15,425,72629504,172,249,0,1
2023-05-16,369,72629873,156,212,0,1
2023-05-17,366,72630239,188,178,0,0
2023-05-18,421,72630660,216,205,0,0
2023-05-19,455,72631115,274,179,0,2
2023-05-20,328,72631443,206,122,0,0
2023-05-21,195,72631638,77,118,0,0
2023-05-22,258,72631896,110,146,0,2
2023-05-23,520,72632416,358,162,0,0
2023-05-24,307,72632723,142,165,0,0
2023-05-25,589,72633312,440,143,0,6
2023-05-26,446,72633758,312,134,0,0
2023-05-27,236,72633994,142,94,0,0
2023-05-28,363,72634357,278,85,0,0
2023-05-29,297,72634654,151,146,0,0
2023-05-30,300,72634954,167,133,0,0
2023-05-31,397,72635351,258,139,0,0
2023-06-01,295,72635646,126,169,0,0
2023-06-02,300,72635946,81,219,0,0
2023-06-03,768,72636714,70,698,0,0
2023-06-04,171,72636885,27,144,0,0
2023-06-05,40,72636925,6,34,0,0
2023-06-06,172,72637097,23,149,0,0
2023-06-07,300,72637397,23,277,0,0
2023-06-08,243,72637640,58,185,0,0
2023-06-09,200,72637840,52,148,0,0
2023-06-10,141,72637981,45,96,0,0
2023-06-11,114,72638095,23,91,0,0
2023-06-12,159,72638254,2,157,0,0
2023-06-13,221,72638475,2,219,0,0
2023-06-14,219,72638694,13,206,0,0
2023-06-15,175,72638869,20,155,0,0
2023-06-16,274,72639143,57,217,0,0
2023-06-17,143,72639286,49,94,0,0
2023-06-18,107,72639393,18,89,0,0
2023-06-19,175,72639568,22,153,0,0
2023-06-20,198,72639766,6,192,0,0
2023-06-21,150,72639916,3,147,0,0
2023-06-22,178,72640094,18,160,0,0
2023-06-23,318,72640412,86,232,0,0
2023-06-24,137,72640549,46,91,0,0
2023-06-25,127,72640676,39,88,0,0
2023-06-26,118,72640794,9,109,0,0
2023-06-27,189,72640983,17,172,0,0
2023-06-28,152,72641135,28,124,0,0
2023-06-29,10,72641145,1,9,0,0
2023-06-30,216,72641361,80,136,0,0
2023-07-01,57,72641418,1,56,0,0
2023-07-02,105,72641523,0,104,0,1
2023-07-03,262,72641785,0,262,0,0
2023-07-04,205,72641990,1,203,0,0
2023-07-05,192,72642182,0,190,0,1
2023-07-06,334,72642516,0,333,0,1
2023-07-07,202,72642718,2,200,0,0
2023-07-08,91,72642809,2,88,0,1
2023-07-09,82,72642891,0,82,0,0
2023-07-10,140,72643031,0,140,0,0
2023-07-11,139,72643170,0,138,0,0
2023-07-12,187,72643357,0,187,0,0
2023-07-13,87,72643444,0,87,0,0
2023-07-14,89,72643533,4,85,0,0
2023-07-15,25,72643558,0,25,0,0
2023-07-16,25,72643583,0,25,0,0
2023-07-17,256,72643839,0,256,0,0
2023-07-18,85,72643924,0,85,0,0
2023-07-19,34,72643958,0,34,0,0
2023-07-20,91,72644049,3,88,0,0
2023-07-21,116,72644165,0,116,0,0
2023-07-22,23,72644188,0,23,0,0
2023-07-23,40,72644228,0,40,0,0
2023-07-24,93,72644321,0,93,0,0
2023-07-25,88,72644409,0,88,0,0
2023-07-26,146,72644555,1,145,0,0
2023-07-27,110,72644665,0,107,0,3
2023-07-28,197,72644862,0,197,0,0
2023-07-29,43,72644905,0,43,0,0
2023-07-30,74,72644979,0,74,0,0
2023-07-31,93,72645072,0,93,0,0
2023-08-01,55,72645127,2,53,0,0
2023-08-02,58,72645185,1,57,0,0
2023-08-03,66,72645251,1,64,0,1
2023-08-04,99,72645350,0,99,0,0
2023-08-05,32,72645382,0,32,0,0
2023-08-06,21,72645403,0,21,0,0
2023-08-07,85,72645488,0,85,0,0
2023-08-08,79,72645567,3,76,0,0
2023-08-09,94,72645661,16,78,0,0
2023-08-10,108,72645769,14,94,0,0
2023-08-11,155,72645924,59,96,0,0
2023-08-12,37,72645961,23,14,0,0
2023-08-13,59,72646020,26,33,0,0
2023-08-14,58,72646078,18,40,0,0
2023-08-15,76,72646154,40,36,0,0
2023-08-16,100,72646254,48,52,0,0
2023-08-17,136,72646390,78,58,0,0
2023-08-18,159,72646549,100,59,0,0
2023-08-19,47,72646596,37,10,0,0
2023-08-20,42,72646638,28,14,0,0
2023-08-21,71,72646709,36,35,0,0
2023-08-22,83,72646792,46,37,0,0
2023-08-23,70,72646862,50,19,0,1
2023-08-24,93,72646955,44,49,0,0
2023-08-25,136,72647091,110,26,0,0
2023-08-26,72,72647163,55,17,0,0
2023-08-27,65,72647228,17,48,0,0
2023-08-28,87,72647315,53,34,0,0
2023-08-29,94,72647409,55,39,0,0
2023-08-30,119,72647528,68,51,0,0
2023-08-31,56,72647584,38,18,0,0
2023-09-01,130,72647714,69,61,0,0
2023-09-02,61,72647775,54,7,0,0
2023-09-03,64,72647839,31,33,0,0
2023-09-04,63,72647902,38,25,0,0
2023-09-05,155,72648057,90,65,0,0
2023-09-06,119,72648176,81,38,0,0
2023-09-07,172,72648348,96,76,0,0
2023-09-08,163,72648511,112,51,0,0
2023-09-09,52,72648563,35,17,0,0
2023-09-10,71,72648634,34,37,0,0
2023-09-11,90,72648724,51,39,0,0
2023-09-12,96,72648820,55,41,0,0
2023-09-13,89,72648909,41,48,0,0
2023-09-14,145,72649054,94,51,0,0
2023-09-15,149,72649203,108,41,0,0
2023-09-16,42,72649245,39,3,0,0
2023-09-17,52,72649297,39,13,0,0
2023-09-18,88,72649385,48,40,0,0
2023-09-19,89,72649474,49,40,0,0
2023-09-20,87,72649561,43,44,0,0
2023-09-21,86,72649647,43,43,0,0
2023-09-22,166,72649813,116,50,0,0
2023-09-23,87,72649900,67,20,0,0
2023-09-24,92,72649992,64,28,0,0
2023-09-25,101,72650093,57,44,0,0
2023-09-26,218,72650311,87,131,0,0
2023-09-27,141,72650452,83,58,0,0
2023-09-28,35,72650487,25,8,0,0
2023-09-29,146,72650633,83,63,0,0
2023-09-30,60,72650693,44,16,0,0
2023-10-01,55,72650748,39,16,0,0
2023-10-02,126,72650874,67,58,0,0
2023-10-03,107,72650981,56,51,0,0
2023-10-04,109,72651090,63,43,0,0
2023-10-05,142,72651232,81,59,1,0
2023-10-06,190,72651422,121,69,0,0
2023-10-07,101,72651523,77,24,0,0
2023-10-08,56,72651579,44,12,0,0
2023-10-09,89,72651668,63,26,0,0
2023-10-10,87,72651755,48,38,0,0
2023-10-11,82,72651837,58,23,1,0
2023-10-12,161,72651998,106,54,0,0
2023-10-13,182,72652180,135,47,0,0
2023-10-14,45,72652225,25,20,0,0
2023-10-15,73,72652298,51,22,0,0
2023-10-16,215,72652513,138,77,0,0
2023-10-17,129,72652642,79,47,0,0
2023-10-18,109,72652751,75,31,0,0
2023-10-19,155,72652906,76,79,0,0
2023-10-20,171,72653077,94,77,0,0
2023-10-21,68,72653145,55,13,0,0
2023-10-22,108,72653253,67,41,0,0
2023-10-23,128,72653381,93,34,0,0
2023-10-24,89,72653470,50,38,0,0
2023-10-25,66,72653536,46,19,0,0
2023-10-26,86,72653622,59,27,0,0
2023-10-27,94,72653716,76,17,0,0
2023-10-28,47,72653763,34,13,0,0
2023-10-29,43,72653806,35,8,0,0
2023-10-30,66,72653872,47,18,0,0
2023-10-31,74,72653946,52,22,0,0
2023-11-01,37,72653983,7,30,0,0
2023-11-02,56,72654039,8,48,0,0
2023-11-03,59,72654098,14,43,0,0
2023-11-04,35,72654133,17,18,0,0
2023-11-05,19,72654152,1,18,0,0
2023-11-06,33,72654185,10,23,0,0
2023-11-07,38,72654223,2,36,0,0
2023-11-08,43,72654266,3,40,0,0
2023-11-09,58,72654324,19,39,0,0
2023-11-10,54,72654378,11,43,0,0
2023-11-11,29,72654407,7,22,0,0
2023-11-12,8,72654415,0,8,0,0
2023-11-13,39,72654454,0,39,0,0
2023-11-14,36,72654490,7,29,0,0
2023-11-15,32,72654522,4,28,0,0
2023-11-16,53,72654575,8,45,0,0
2023-11-17,78,72654653,30,48,0,0
2023-11-18,20,72654673,3,17,0,0
2023-11-19,39,72654712,3,36,0,0
2023-11-20,42,72654754,8,34,0,0
2023-11-21,37,72654791,6,31,0,0
2023-11-22,33,72654824,7,25,0,0
2023-11-23,56,72654880,11,42,0,0
2023-11-24,62,72654942,12,50,0,0
2023-11-25,24,72654966,6,18,0,0
2023-11-26,36,72655002,7,29,0,0
2023-11-27,31,72655033,1,30,0,0
